Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
environments.EnvironmentImplementation,environment:implementation,@NestedLexicalEnvironment,nested:lexical:environment,lookupFun,fun,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment,main.lisp.evaluator.environment.AbstractEnvironment,abstract:environment,main.lisp.evaluator.environment.AbstractEnvironment,abstract:environment,getFun,get:fun
environments.EnvironmentImplementation,environment:implementation,@NestedLexicalEnvironment,nested:lexical:environment,newChild,new:child,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment,environments.EnvironmentImplementation,environment:implementation,@NestedLexicalEnvironment,nested:lexical:environment,EnvironmentImplementation,environment:implementation
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,isAtom,is:atom
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.evaluator.Environment,environment,main.lisp.evaluator.Environment,environment,newChild,new:child
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.evaluator.function.Lambda,lambda,main.lisp.evaluator.function.Lambda,lambda,evaluateLambda,evaluate:lambda
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,isAtom,is:atom
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.evaluator.Environment,environment,main.lisp.evaluator.Environment,environment,newChild,new:child
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.evaluator.function.Lambda,lambda,main.lisp.evaluator.function.Lambda,lambda,evaluateLambda,evaluate:lambda
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,evaluateLambda,evaluate:lambda,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.evaluator.function.Lambda,lambda,main.lisp.evaluator.function.Lambda,lambda,getArgumentNames,get:argument:names
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,evaluateLambda,evaluate:lambda,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,isAtom,is:atom
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,evaluateLambda,evaluate:lambda,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.evaluator.Environment,environment,main.lisp.evaluator.Environment,environment,assign,assign
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,evaluateLambda,evaluate:lambda,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.evaluator.Environment,environment,main.lisp.evaluator.Environment,environment,assign,assign
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,evaluateLambda,evaluate:lambda,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,evaluateLambda,evaluate:lambda,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,evaluateLambda,evaluate:lambda,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
evaluators.LambdaSExpressionEvaluator,lambda:expression,LambdaSExpressionEvaluator,lambda:expression,evaluateLambda,evaluate:lambda,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.evaluator.function.Lambda,lambda,main.lisp.evaluator.function.Lambda,lambda,eval,none
functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,isAtom,is:atom
functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.evaluator.function.LambdaFactory,lambda:factory,main.lisp.evaluator.function.LambdaFactory,lambda:factory,newInstance,new:instance
functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,isNIL,is:nil
functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,expandArray,expand:array
functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,isNIL,is:nil
functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,expandArray,expand:array
functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.evaluator.function.LambdaFactory,lambda:factory,main.lisp.evaluator.function.LambdaFactory,lambda:factory,newInstance,new:instance
functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
functional.FunctionEvaluator,function,FunctionEvaluator,function,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
functional.FunctionEvaluator,function,FunctionEvaluator,function,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
functional.FunctionEvaluator,function,FunctionEvaluator,function,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
functional.FunctionEvaluator,function,FunctionEvaluator,function,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:AbstractEnvironment:BasicExpressionEvaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression:abstract:environment:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
